helm,permeability
"PEPTIDE1{G.L.P.R.Q.G.X2719}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.57919071
"PEPTIDE1{L.X1457.G.X490.L.X946.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.30924045
"PEPTIDE1{X956.Mono19.X1004.X631.X1777.Mono19.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.28947064
"PEPTIDE1{L.X233.F.G.R.X1811.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.54407786
"PEPTIDE1{Q.X601.G.G.G.Y.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97015186
"PEPTIDE1{F.Y.G.X1874.X1817.Q.dS}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33604161
"PEPTIDE1{X956.L.A.F.Y.Mono51.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.19858181
"PEPTIDE1{G.X1811.P.Q.X1548.Y.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.29124231
"PEPTIDE1{P.X2442.X2432.Y.L.X1393.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.83015102
"PEPTIDE1{L.R.Q.Aze.X2432.F.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.52576969
"PEPTIDE1{dHpr.Q.P.X164.F.G.X1707}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.33716820
"PEPTIDE1{X1895.Y.dP.F.X46.X2328.X302}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.43717807
"PEPTIDE1{Q.G.X2432.L.X1004.P.X201}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13288274
"PEPTIDE1{X255.X387.Mono106.Q.X946.Mono80.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.30603398
"PEPTIDE1{X652.X1004.P.Q.R.P.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.32621959
"PEPTIDE1{P.Q.P.R.R.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.52427637
"PEPTIDE1{Q.Q.X956.L.F.G.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.70958724
"PEPTIDE1{X1410.X737.R.L.Y.X1800.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.62397610
"PEPTIDE1{P.X946.G.X1918.P.X2577.X2403}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.81112786
"PEPTIDE1{X591.R.P.X1707.X2577.R.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02183724
"PEPTIDE1{Q.G.R.Q.X277.F.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40069858
"PEPTIDE1{G.G.Y.Q.dP.R.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.31410687
"PEPTIDE1{F.Q.G.G.X233.X233.dD}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55453957
"PEPTIDE1{L.X916.Y.X1861.F.L.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.81166486
"PEPTIDE1{X1029.Y.G.Y.X2432.Q.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.61209107
"PEPTIDE1{P.X6.Y.Mono60.am_G.G.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.07099158
"PEPTIDE1{X2432.Mono63.X2203.X375.X1664.X2364.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.17068398
"PEPTIDE1{Q.X1432.d2-Pal.Y.Y.Y.X1020}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.47607994
"PEPTIDE1{R.X1038.(N->O)Val.Q.Q.R.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.32934170
"PEPTIDE1{F.F.X1798.X1004.L.G.X1895}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.53932455
"PEPTIDE1{G.F.Cit.Y.dHpr.X2258.X49}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.49126858
"PEPTIDE1{L.F.dHpr.Q.L.X2791.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.68999060
"PEPTIDE1{Y.X671.X255.L.P.G.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.74212484
"PEPTIDE1{G.X1699.L.R.G.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.89167500
"PEPTIDE1{G.G.G.G.R.dNle.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13245551
"PEPTIDE1{Y.P.G.G.X566.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.21185489
"PEPTIDE1{G.(N->O)Tyr.Q.F.G.X305.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.77593719
"PEPTIDE1{Y.am_F.Y.G.G.Q.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.33326723
"PEPTIDE1{L.Q.X7.H.P.X1010.X981}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.63193645
"PEPTIDE1{P.X375.Y.P.L.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-5.99581198
"PEPTIDE1{Mono106.L.X956.X975.L.Y.X1918}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.27145761
"PEPTIDE1{Q.G.X126.Q.X2830.X956.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12387196
"PEPTIDE1{P.Q.Q.R.R.F.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.37599856
"PEPTIDE1{X1829.dP.Cha.R.P.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.68454500
"PEPTIDE1{dHpr.X1004.Bal.dHpr.Q.dNle.X683}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.82494277
"PEPTIDE1{F.X2432.X2432.X2461.X1813.Aze.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.63407095
"PEPTIDE1{F.Q.G.P.G.X1513.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56603981
"PEPTIDE1{X2432.G.G.A.X2432.F.X2328}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.45592597
"PEPTIDE1{G.G.X2432.Q.F.X2364.X1457}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.71690591
"PEPTIDE1{Q.F.dS.dP.X822.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10335063
"PEPTIDE1{P.L.R.Mono107.F.X1749.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.04865281
"PEPTIDE1{G.Q.Q.Q.X1004.L.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14474498
"PEPTIDE1{X946.X591.G.G.G.Y.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.30007482
"PEPTIDE1{L.X1895.X2432.Q.R.R.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.29866833
"PEPTIDE1{X2432.Y.Y.X233.L.X956.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.73801754
"PEPTIDE1{X591.G.Mono50.Mono51.P.Mono106.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84763011
"PEPTIDE1{X870.Cit.X232.P.Y.X232.dA}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87506519
"PEPTIDE1{X2432.G.L.P.F.Mono106.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78094644
"PEPTIDE1{Y.am_G.X2328.X490.X2188.X490.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84342616
"PEPTIDE1{L.X702.R.P.Y.X640.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.96943491
"PEPTIDE1{G.R.Aze.X3004.P.Y.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84958343
"PEPTIDE1{dR.Y.Y.G.X2216.Q.Phe(CHF2)}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.69408810
"PEPTIDE1{L.L.dHpr.G.dS.Y.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.68070745
"PEPTIDE1{X1038.X2432.Mono50.X101.dR.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69931978
"PEPTIDE1{dHpr.R.Q.dHpr.X612.X878.X945}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.60086194
"PEPTIDE1{P.Y.Y.Q.X1540.G.X2432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02722530
"PEPTIDE1{G.G.Q.Q.X2432.Q.X981}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62282010
"PEPTIDE1{X612.Q.F.P.X785.dHpr.dS}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58263093
"PEPTIDE1{Y.G.G.X1829.Q.X305.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69440490
"PEPTIDE1{G.X566.X946.G.G.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.30739707
"PEPTIDE1{F.X7.F.G.Aze.Mono16.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.86741337
"PEPTIDE1{G.F.X2432.Mono107.F.P.X569}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.34284529
"PEPTIDE1{P.dHpr.G.X785.Mono107.X683.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05256444
"PEPTIDE1{Mono106.F.X956.Y.L.G.X1829}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84962014
"PEPTIDE1{G.G.Q.Y.Q.L.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.17118699
"PEPTIDE1{A.Y.R.L.P.G.X1457}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.74096391
"PEPTIDE1{G.X255.X786.X2432.dS.X1921.Mono50}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.20557874
"PEPTIDE1{P.X889.X786.G.(N->O)Tyr.Q.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.15722147
"PEPTIDE1{X631.X601.G.X2432.X136.X2432.X2461}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95952080
"PEPTIDE1{Y.G.X671.R.Q.X2791.X1661}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02970361
"PEPTIDE1{Y.Hpr.F.X1010.X956.dP.X297}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.46246243
"PEPTIDE1{Q.X261.X809.G.P.L.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.93487485
"PEPTIDE1{dP.X737.X305.X591.Q.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.22352564
"PEPTIDE1{Q.Q.X2577.X2432.R.Y.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.32799840
"PEPTIDE1{Q.X2403.X956.L.X425.Y.X1212}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.38243256
"PEPTIDE1{R.X2432.G.Cit.R.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.41722301
"PEPTIDE1{Q.Q.G.Y.R.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.47151583
"PEPTIDE1{A.X946.X255.P.Y.Y.X2577}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.22046769
"PEPTIDE1{X255.Q.X255.G.L.G.X6}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13025812
"PEPTIDE1{G.G.X569.Y.X2745.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78079045
"PEPTIDE1{X175.G.G.Pro(4-F2).G.Q.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.61410000
"PEPTIDE1{X490.Q.R.Y.F.R.X1788}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.35620305
"PEPTIDE1{G.G.X2432.X1498.X2432.Q.X233}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84032292
"PEPTIDE1{X786.P.P.L.P.X1350.X652}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.72650611
"PEPTIDE1{Q.X1457.Q.Mono19.R.X2214.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.67943201
"PEPTIDE1{G.G.X946.X2669.G.X2719.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.56683373
"PEPTIDE1{Y.L.X946.X1895.L.R.X1956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16590587
"PEPTIDE1{Mono107.X11.G.X1350.X1788.X683.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94561930
"PEPTIDE1{Q.X1664.Y.X2403.X785.P.(N->O)Val}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12660116
"PEPTIDE1{Q.Y.dHpr.Q.P.F.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.23412123
"PEPTIDE1{Mono106.X233.Y.X1206.X2432.G.X981}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65098938
"PEPTIDE1{Y.P.G.X1788.X375.Q.X699}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.40635461
"PEPTIDE1{X956.X946.G.X375.X2442.F.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.50251611
"PEPTIDE1{X2791.F.X2747.F.X297.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.87085762
"PEPTIDE1{X232.X1004.Q.R.X2461.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.08501465
"PEPTIDE1{Q.X1777.X907.Y.Q.Bal.X652}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.05363028
"PEPTIDE1{Y.G.L.P.X1731.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.01801905
"PEPTIDE1{Y.G.X305.G.Y.Y.Mono60}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69061606
"PEPTIDE1{G.Q.X905.Q.X1004.F.X577}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.12172983
"PEPTIDE1{P.R.X255.X2461.X375.Q.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.42004092
"PEPTIDE1{G.Q.Mono16.X1811.Cit.Q.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.52261478
"PEPTIDE1{P.P.Q.L.R.G.Mono51}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.61248391
"PEPTIDE1{X1004.Q.G.X1004.Y.X1811.(N->O)Val}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-8.80940000
"PEPTIDE1{X1004.F.P.X1010.X2669.F.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.54132181
"PEPTIDE1{X1350.X1811.P.Trp(7-Br).F.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.76401513
"PEPTIDE1{Q.Y.G.X601.G.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.26519369
"PEPTIDE1{X490.P.F.R.Y.P.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.35430904
"PEPTIDE1{R.Q.P.L.X956.G.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16062286
"PEPTIDE1{R.L.Y.X6.X11.X1811.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.66891538
"PEPTIDE1{A.G.R.Q.Me_3-Pal.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.21522164
"PEPTIDE1{X652.Y.dHpr.Q.X2432.A.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.73578125
"PEPTIDE1{X196.L.Y.G.X905.G.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94033824
"PEPTIDE1{P.X232.Q.X612.Aze.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.69296222
"PEPTIDE1{Q.X2791.F.F.X387.Q.X683}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.59238075
"PEPTIDE1{R.X3004.X1837.P.F.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.48016317
"PEPTIDE1{F.Q.G.L.X975.Q.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92928640
"PEPTIDE1{A.dHpr.L.X1393.Y.F.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.62748788
"PEPTIDE1{X612.G.X1410.X981.X1212.X663.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.28814724
"PEPTIDE1{G.G.X1395.X1811.X671.X2577.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.70460837
"PEPTIDE1{X631.X255.P.Q.(N->O)Val.X946.X946}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56985907
"PEPTIDE1{P.G.G.G.X663.Hpr.Trp(6-Br)}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56483105
"PEPTIDE1{G.Q.Y.Cit.X261.X863.dHpr}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.93803061
"PEPTIDE1{X1395.Q.L.G.Y.Y.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40155808
"PEPTIDE1{Q.G.X1004.Trp(7-Br).Q.Phe(CHF2).P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.13913339
"PEPTIDE1{L.X1010.P.X3004.G.R.X1664}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.83713048
"PEPTIDE1{Cit.am_G.Y.G.Y.X490.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.06732120
"PEPTIDE1{X2577.F.R.X2749.L.X2432.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.31796382
"PEPTIDE1{G.X2432.X1004.Y.F.L.Mono82}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.80575418
"PEPTIDE1{X631.X786.X490.X591.F.L.X114}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94182000
"PEPTIDE1{X2432.X1829.X11.P.Q.X255.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.72722752
"PEPTIDE1{Q.Aze.A.X1956.R.X255.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.88069692
"PEPTIDE1{G.X255.X591.X391.X7.X232.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.99504006
"PEPTIDE1{X1664.am_G.P.X1956.X1010.X189.X2577}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.71193182
"PEPTIDE1{G.X2461.X2669.X233.d3-Pal.X101.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.50906241
"PEPTIDE1{G.Y.X2432.X232.P.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.66964481
"PEPTIDE1{Q.Y.X785.Q.F.X49.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.32188510
"PEPTIDE1{G.R.P.G.P.A.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.48921802
"PEPTIDE1{X631.Q.X490.Y.R.Y.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.53255240
"PEPTIDE1{R.R.X1798.X631.G.G.X822}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.40098556
"PEPTIDE1{F.(N->O)Tyr.Y.X2669.X1956.X1004.X490}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.38273751
"PEPTIDE1{L.Mono107.P.G.X2432.F.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.65785072
"PEPTIDE1{A.X2432.P.R.lalloHyp.A.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.97532421
"PEPTIDE1{R.P.(N->O)Val.P.G.X956.X1837}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.93910346
"PEPTIDE1{A.Y.X255.X1457.R.Mono50.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95271621
"PEPTIDE1{X1811.Y.X233.G.P.X305.A}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.44331782
"PEPTIDE1{X1395.R.F.G.Y.X1004.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.46502807
"PEPTIDE1{Q.P.X1004.Y.X1777.X1004.X1457}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.50381598
"PEPTIDE1{P.Q.X1777.Q.G.X956.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.02983387
"PEPTIDE1{X2432.dN.G.dCit.P.G.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.25128780
"PEPTIDE1{Y.X261.R.F.P.X1588.X3004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14473365
"PEPTIDE1{Q.X946.Q.Y.L.Mono82.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55115402
"PEPTIDE1{Q.X946.X822.R.Bal.R.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.24599635
"PEPTIDE1{X683.Aze.G.X6.X2669.X2258.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.95816806
"PEPTIDE1{dP.Y.X1989.G.P.X956.dS}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.10857196
"PEPTIDE1{2-Pal.F.Q.X490.G.X822.X591}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.42126418
"PEPTIDE1{Q.X501.G.X956.Q.X2432.X1004}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.44750690
"PEPTIDE1{Q.meL.Y.F.X2432.F.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.46242678
"PEPTIDE1{X3004.X946.P.Q.X425.dHpr.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.60120741
"PEPTIDE1{dHpr.G.F.A.P.X946.X2791}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.66978891
"PEPTIDE1{X2501.X1004.G.X1004.Y.Mono107.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.51716686
"PEPTIDE1{X880.Q.G.X1029.dH.L.X2327}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.94431360
"PEPTIDE1{dH.Y.Aze.meL.Q.X2432.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58796191
"PEPTIDE1{G.dP.P.L.X591.dHpr.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.84376992
"PEPTIDE1{L.Aze.X956.Y.Q.dHpr.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.56374364
"PEPTIDE1{L.X179.X490.X2432.S.G.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55564440
"PEPTIDE1{Y.Q.Q.X671.G.X956.X1768}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.14627256
"PEPTIDE1{L.dP.X2830.F.(N->O)Val.X2461.X233}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.55192805
"PEPTIDE1{X946.X1035.dPhe(2-F).Y.Y.R.X387}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.46513720
"PEPTIDE1{X490.Mono50.X529.F.L.Q.Mono106}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.52188574
"PEPTIDE1{G.dHpr.X1588.R.R.R.X1432}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.03246626
"PEPTIDE1{Q.X537.X2432.X946.Y.X2791.X11}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.42186009
"PEPTIDE1{L.X1971.X387.Q.Y.F.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.22182411
"PEPTIDE1{X2328.Q.Q.G.P.X2791.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.50642718
"PEPTIDE1{dR.F.G.G.Y.X1457.G}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.78071337
"PEPTIDE1{Trp(7-Br).X2577.F.P.X391.L.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.16988557
"PEPTIDE1{A.L.X1918.P.X277.Y.homoPhe_4CF3_3Cl}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.21401550
"PEPTIDE1{X375.G.X1829.Q.L.L.P}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.63446075
"PEPTIDE1{Y.X785.G.G.X1004.X7.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.43309913
"PEPTIDE1{X1800.L.dHpr.X1004.F.X11.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.26777752
"PEPTIDE1{Q.X7.X1699.Y.X956.Y.X1498}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.58257483
"PEPTIDE1{P.G.R.X233.Y.Q.X2327}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.92284284
"PEPTIDE1{Y.X49.R.Y.Mono107.P.Q}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.08711574
"PEPTIDE1{G.X2432.X315.R.L.X2461.dP}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.61614180
"PEPTIDE1{X1664.Bal.dP.X975.Q.Y.X204}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.00122019
"PEPTIDE1{Y.X1720.F.G.Q.X11.X1777}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.48454617
"PEPTIDE1{L.R.L.X786.Y.Y.X1829}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.91285715
"PEPTIDE1{X946.Y.Y.L.F.Me_3-Pal.X956}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.01754867
"PEPTIDE1{Y.X490.X164.X946.Q.G.X930}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-6.38375071
"PEPTIDE1{X2403.X1206.(N->O)Tyr.G.F.X956.Y}$PEPTIDE1,PEPTIDE1,1:R1-7:R2$$$",-7.69406869
